1.564657,101
1.728388,102
1.849314,103
2.164575,104
2.32307,105
2.446399,106
2.715245,107
2.904367,108
2.939725,109
3.098942,110
3.179639,111
3.298492,112
3.76441,111
3.897095,112
3.957347,111
4.109028,110
4.114883,109
4.115894,108
4.120857,109
4.123877,110
4.146483,109
4.148732,108
4.149584,107
4.149999,106
4.151049,105
4.15244,104
4.155701,103
4.156556,102
4.187258,101
4.187275,100
4.187935,99
4.187944,98
4.191541,97
4.193304,96
4.2211,95
4.222781,94
4.224647,93
4.298698,94
4.323514,93
4.336179,94
4.573571,95
4.846027,96
5.054315,97
5.084244,96
5.086118,95
5.095464,96
5.205076,97
5.257685,96
5.40732,97
5.557279,98
5.647199,97
5.850951,96
5.962005,97
5.96408,98
5.97282,99
5.992195,98
6.040774,99
6.121095,98
6.132943,99
6.356773,100
6.36234,101
6.428771,102
6.494368,103
6.527345,104
6.529877,105
6.768864,106
6.846563,107
7.047921,108
7.055651,109
7.089042,110
7.122025,111
7.196497,112
7.262029,113
7.359458,114
7.661821,113
7.765493,112
7.766399,111
7.99811,110
8.075272,111
8.076272,112
8.188351,113
8.20747,112
8.281044,111
8.519857,110
8.578813,111
8.697007,110
8.802151,109
8.836154,108
8.944004,107
8.975693,106
8.981494,107
9.012381,106
9.073479,105
9.123461,106
9.187092,107
9.286498,108
9.32032,109
9.384206,110
9.463685,111
9.75664,112
9.87728,111
10.215444,112
10.252687,113
10.361969,114
10.506288,115
10.541353,116
10.612824,117
10.623528,118
10.652101,119
10.75431,120
10.793528,121
10.907302,122
10.936877,121
11.049057,122
11.120107,123
11.217359,122
11.224208,123
11.251438,122
11.326813,123
11.491061,122
11.507066,123
11.610093,124
11.709703,125
11.712059,126
11.742467,127
11.776184,128
11.777543,129
11.846421,130
11.965828,131
12.035902,130
12.072737,129
12.079562,128
12.372138,129
12.386528,128
12.477246,129
12.509154,130
12.545096,131
12.546059,132
12.630172,131
12.779737,132
12.81343,133
12.813841,134
12.878573,133
12.906499,134
12.940802,135
12.968696,134
13.150722,135
13.186311,136
13.308146,135
13.420679,136
