13.440813,135
13.455126,136
13.47363,135
13.503397,134
13.552765,133
13.7819,132
13.906502,133
13.934533,132
13.936441,131
14.014284,132
14.044021,133
14.29692,134
14.298279,135
14.326073,134
14.327121,133
14.467289,132
14.500546,131
14.53463,130
14.602114,129
14.70305,128
14.748334,129
14.996163,128
15.00156,127
15.070605,126
15.077156,125
15.089772,126
15.223011,125
15.238901,126
15.260904,125
15.441006,126
15.680671,127
15.715475,128
15.747918,129
15.748355,130
15.814731,129
15.84579,128
15.883455,127
16.079255,126
16.081475,125
16.09059,126
16.113098,125
16.229454,126
16.313351,125
16.447971,124
16.640723,123
16.654178,124
16.704889,123
16.86824,122
17.060059,121
17.190778,122
17.222579,123
17.223305,124
17.244783,123
17.307028,122
17.345251,123
17.400471,124
17.428389,123
17.653494,124
17.682462,125
17.744419,126
17.87376,127
17.971702,128
18.262241,129
18.295197,130
18.488294,131
18.554537,132
18.581749,133
18.775837,132
18.808391,131
18.875225,130
18.881627,131
18.887515,132
18.890115,133
18.921496,134
18.93986,133
18.982095,134
19.041227,133
19.041381,132
19.089974,133
19.346321,132
19.364366,133
19.515874,132
19.528407,133
19.687047,132
19.737017,133
19.772746,134
19.996725,133
20.031825,132
20.138823,133
20.16278,132
20.265692,133
20.371004,134
20.398669,135
20.422773,134
20.488485,133
20.52097,132
20.522128,131
20.532529,132
20.561297,133
20.580573,132
20.609945,131
20.657191,132
20.677136,131
20.715797,132
20.774504,131
20.813988,132
20.815668,133
20.881782,134
20.963896,133
21.002664,134
21.17887,133
21.263508,132
21.311494,133
21.370338,134
21.386788,133
21.547521,134
21.659002,135
21.688697,134
21.814465,135
21.899343,134
21.963957,135
22.029199,136
22.434371,137
22.455403,136
22.485565,135
22.603037,134
22.695162,133
22.72463,132
22.762886,133
22.785785,132
22.871385,131
22.878174,132
22.964115,133
23.011023,132
23.196876,131
23.262926,132
23.335372,131
23.393732,130
23.535916,131
23.596498,132
23.597508,133
23.696633,132
23.757488,131
23.790648,132
23.892651,131
23.901365,132
23.920201,131
23.928986,132
23.948051,131
23.951586,132
24.024569,131
24.062992,132
24.086067,133
24.142538,132
24.245064,131
24.246457,130
24.462782,129
24.4956,130
24.777214,129
24.807773,130
24.870149,131
24.970567,130
24.994538,129
25.057543,130
25.109487,131
25.129882,130
25.132879,131
25.178551,130
25.254397,129
25.316721,130
25.345393,131
25.368078,130
25.473986,129
25.528041,130
25.548538,129
25.570863,128
25.630025,129
25.810647,130
25.830148,129
25.855183,128
25.880524,129
26.080118,128
26.132005,127
26.132605,128
26.155549,127
26.163371,128
26.43074,129
26.451855,128
26.604087,129
26.654298,128
26.753705,129
26.851823,130
26.852412,131
26.920454,130
27.016302,129
27.018094,128
27.103139,129
27.166812,128
27.279014,129
27.445297,128
27.787924,129
27.821705,130
27.838134,129
27.844906,130
27.988003,129
28.012831,128
28.035069,127
28.035437,126
28.085059,125
28.117661,126
28.246454,127
28.259726,126
28.407062,127
28.477921,126
28.676641,125
28.72859,126
28.830316,125
28.882061,126
28.882368,127
28.980657,128
29.017922,127
29.019828,126
29.044313,125
29.228521,124
29.278383,123
29.385422,124
29.427853,123
29.428994,122
29.42971,121
29.477631,120
29.580421,121
29.64121,122
29.706752,121
29.713684,122
29.732369,123
29.778316,122
29.939669,121
30.007297,120
30.051855,119
30.053822,118
30.103624,119
30.161197,120
30.24927,119
30.297293,120
30.355623,119
30.727993,118
30.792957,117
30.819654,118
30.820248,119
30.833425,118
30.874607,117
30.880838,118
30.898753,119
31.075971,118
31.18774,119
31.231915,120
31.269784,119
31.353954,118
31.487874,119
