0.013565,199,100,10
0.016791,198,100,10
0.112263,199,100,10
0.11922,200,100,10
0.160065,201,100,10
0.27282,201,99,10
0.275331,201,98,10
0.282441,202,98,10
0.28533,203,98,10
0.288271,204,98,10
0.288374,205,98,10
0.36434,204,98,10
0.36802,205,98,10
0.408832,204,98,10
0.411953,205,98,10
0.412058,206,98,10
0.453643,207,98,10
0.534084,206,98,10
0.574881,207,98,10
0.617601,208,98,10
0.647068,207,98,10
0.658399,208,98,10
0.688789,207,98,10
0.690404,206,98,10
0.694778,205,98,10
0.698415,204,98,10
0.699049,203,98,10
0.730738,202,98,10
0.731607,201,98,10
0.732659,200,98,10
0.733706,200,97,10
0.735545,199,97,10
0.739181,200,97,10
0.740744,201,97,10
0.771417,200,97,10
0.774776,199,97,10
0.774787,199,96,10
0.77641,198,96,10
0.819252,197,96,10
0.823351,198,96,10
0.854311,197,96,10
0.858621,196,96,10
0.8644,197,96,10
0.86489,198,96,10
0.865384,199,96,10
0.896469,198,96,10
0.898759,197,96,10
0.901277,196,96,10
0.941115,195,96,10
0.943173,196,96,10
0.976998,195,96,10
0.985173,194,96,10
0.98556,193,96,10
0.985794,192,96,10
0.989257,191,96,10
0.98989,192,96,10
1.017987,191,96,10
1.02842,192,96,10
1.06468,191,96,10
1.06709,190,96,10
1.116764,189,96,10
1.152829,188,96,10
1.154257,187,96,10
1.157164,188,96,10
1.157737,187,96,10
1.158544,188,96,10
1.189821,188,95,10
1.1918,188,94,10
1.19572,188,93,10
1.197511,188,92,10
1.229675,187,92,10
1.233025,186,92,10
1.237284,185,92,10
1.278914,186,92,10
1.278974,187,92,10
1.279063,188,92,10
1.279132,189,92,10
1.305566,188,92,10
1.307873,187,92,10
1.311891,186,92,10
1.313616,187,92,10
1.320364,187,93,10
1.350483,186,93,10
1.353705,186,92,10
1.354012,187,92,10
1.380297,186,92,10
1.383833,186,91,10
1.386668,185,91,10
1.3884,184,91,10
1.390819,185,91,10
1.421189,184,91,10
1.425466,183,91,10
1.428076,183,90,10
1.429195,184,90,10
1.429387,185,90,10
1.430442,186,90,10
1.457863,185,90,10
1.464612,185,89,10
1.504111,186,89,10
1.535443,185,89,10
1.537249,184,89,10
1.579091,185,89,10
1.615445,186,89,10
1.621449,186,90,10
1.651411,185,90,10
1.656185,184,90,10
1.662931,185,90,10
1.663031,186,90,10
1.69105,185,90,10
1.696421,184,90,10
1.696943,185,90,10
1.702574,185,91,10
1.73316,186,91,10
1.807887,185,91,10
1.808911,184,91,10
1.812461,183,91,10
1.813802,184,91,10
1.813994,185,91,10
1.849152,184,91,10
1.849274,183,91,10
1.850984,184,91,10
1.926753,183,91,10
1.959007,182,91,10
1.960518,181,91,10
1.964268,180,91,10
1.965013,181,91,10
1.965434,180,91,10
2.003777,179,91,10
2.032225,178,91,10
2.032466,177,91,10
2.037346,177,90,10
2.037843,176,90,10
2.067472,176,89,10
2.074443,175,89,10
